SBAN;SEDE;MUNICIPIO;REGIONAL;DPTO;Direccion;HORARIO;ATENCION;;;;;;;;
1391;SAN PEDRO DE URABA;San Pedro De Uraba;ANTIOQUIA;Antioquia;Carrera. 50 No.50-33/35 Parque Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1438;MONTEBELLO;Montebello;ANTIOQUIA;Antioquia;Calle 19A Nº 19-03 Edificio Federación de Cafeteros;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1446;NECOCLI;Necoclí;ANTIOQUIA;Antioquia;Calle 50 No. 49/60/62/64/66/68;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1478;TARAZA;Tarazá;ANTIOQUIA;Antioquia;Carrera 30 No 29 -38;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4543;MAPIRIPAN;Mapiripán;BOGOTA;Meta;Calle 4 No. 20-71/75 Parque Principal;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
7103;LETICIA;Leticia;BOGOTA;Amazonas;Calle.8 No.10-66/70;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1822;BOLIVIA (Corregimiento de l municipio de Pensilvania - Caldas);Pensilvania;CAFETERA;Caldas;PLAZA PRINCIPAL - ESQUINA;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5704;CENTRAL DE ABASTOS PEREIRA;Pereira;CAFETERA;Risaralda;CENTRAL MAYORISTA MERCASA Comuna Villa Olímpica – LOCAL B2;LUNES A VIERNES;7.00 A.M. A 2:00 PM;;;;;;;;
5740;APIA;Apía;CAFETERA;Risaralda;CRA 8 No 7 -44 / 66;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1630;LURUACO;Luruaco;COSTA;Atlántico;Carrera 20 Nº. 18-38/50;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6372;SUCRE;Sucre;COSTA;Santander;CALLE 9 No.2-04;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4860;BARBACOAS;Barbacoas;OCCIDENTE;Nariño;Cra. 8 No. 4-36/70 Paso Grande - Calle Tomas Cipriano de Mosquera;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4876;SAN PABLO;San Pablo;OCCIDENTE;Nariño;Cra. 3 No. 5-14 Prque Bolívar;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4882;TUMACO;Tumaco;OCCIDENTE;Nariño;Calle 14 N° 9D-16;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6910;VIJES;Vijes;OCCIDENTE;Valle del Cauca;Calle 6 No. 5-04;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6917;TIMBIO;Timbío;OCCIDENTE;Cauca;Calle 18 No.21-00 Local 4 Barrio San Judas;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6941;PRADERA;Pradera;OCCIDENTE;Valle del Cauca;Calle 7 No. 10-63;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6963;BUENAVENTURA;Buenaventura;OCCIDENTE;Valle del Cauca;Calle 1 Carrera 2 Esquina, Barrio Centro - Sector Isla (Calle 1 No. 2-51/2-59);LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1302;ABEJORRAL;Abejorral;ANTIOQUIA;Antioquia;Carrera 50 No.49-48/50;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6623;ALPUJARRA;Alpujarra;SUR;Tolima;"Carrera 5 Calle 5 Esquina - fente al Parque Principal ""Palacio Municipal""";MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6626;CASABIANCA;Casabianca;SUR;Tolima;Calle 3 No.2-43 Costado Norte Parque Principal;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7514;CARTAGENA DEL CHAIRA;Cartagena Del Chairá;SUR;Caquetá;Cra. 2 Calle 3, Centro Comercial el Palmar. Locales 2,19 y20;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7930;PUERTO ASIS;Puerto Asís;SUR;Putumayo;Calle 11 No.19-33;LUNES A VIERNES;Yerly Patricia Rojas Villamil;;;;;;;;
1316;ANORI;Anorí;ANTIOQUIA;Antioquia;Calle 10 No. 8-02 Local 201;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1395;URRAO;Urrao;ANTIOQUIA;Antioquia;Carrera 30 N° 28-33;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3315;CARMEN DE ATRATO;El Carmen De Atrato;ANTIOQUIA;Chocó;Carrera 5 No. 5 - 15 Pqrque Principal.;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1833;MARQUETALIA;Marquetalia;CAFETERA;Caldas;CALLE 3 No. 1A - 53;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5755;PUEBLO RICO;Pueblo Rico;CAFETERA;Risaralda;CRA. 4 No.6-07/11;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2134;PAISPAMBA SOTARA;Sotara;OCCIDENTE;Cauca;Calle Principal - frente al parque;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4842;LA UNION;La Unión;OCCIDENTE;Nariño;Calle 18 No.1-28;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
4868;RICAURTE;Ricaurte;OCCIDENTE;Nariño;Calle Principal Ricaurte;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3928;LA ARGENTINA;La Argentina;SUR;Huila;CRA 5 No 5 - 60 Barrio Centro;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3910;COLOMBIA;Colombia;SUR;Huila;Cra. 3 No 7 - 12 Carrera 3 No. 6 – 05 Barrio Unicentro;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7935;PUERTO LEGUIZAMO;Puerto Leguízamo;SUR;Putumayo;Calle 6 No. 2 -106 Barrio el Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1356;SAN JUAN DE URABA;San Juan De Urabá;ANTIOQUIA;Antioquia;Carrera 22 No.22-07;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1399;ZARAGOZA;Zaragoza;ANTIOQUIA;Antioquia;Carrera 20 No. 3 - 76 Centro Comercial Cauca Centro - Locales 101 - 102 - 103 - 125 - 126 Barrio Nueva Estrella;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2777;SAN ANTERO;San Antero;ANTIOQUIA;Córdoba;Carrera.14 No.13-97;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2786;VALENCIA;Valencia;ANTIOQUIA;Córdoba;Carrera. 12 Nº. 15-75;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3350;PIZARRO;Bajo Baudó;ANTIOQUIA;Chocó;Barrio Santander - Antiguo Horgar Infantil - Pizarro - Chocó;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
8315;MIRAFLORES;Miraflores;BOGOTA;Guaviare;Calle Principal del Municipio de Miraflores;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
8420;MITU;Mitú;BOGOTA;Vaupés;Calle 16 No. 3-78 Barrio Centro;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
5712;DOSQUEBRADAS;Dosquebradas;CAFETERA;Risaralda;CRA 16 No. 27 - 08 Local 01 Centro Comercial Yellow;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1601;BARRANQUILLA ( PRINCIPAL );Barranquilla;COSTA;Atlántico;Carrera 46 No.45-50;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
8103;SAN ANDRES;San Andrés;COSTA;Archipiélago de San Andrés, Providencia y Santa Catalina;Avenida Libertadores No. 2 A - 21;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4806;IPIALES;Ipiales;OCCIDENTE;Nariño;Carrera 6 No.10-21 /27;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4878;SANTA BARBARA DE ISCUANDE;Santa Bárbara;OCCIDENTE;Nariño;Alcaldía Municipal Santa Bárbara de Iscuande Primer Piso;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6971;CANDELARIA;Candelaria;OCCIDENTE;Valle del Cauca;CARREA 8 N° 10-39;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6975;CANDELARIA - CAVASA;Candelaria;OCCIDENTE;Valle del Cauca;Kilómetro 11 vía Cali - Candelaria / Central de Abastecimiento del Valle del Cauca S.A. - CAVASA;LUNES A VIERNES;7.00 A.M. A 2:00 PM;;;;;;;;
6601;IBAGUE;Ibagué;SUR;Tolima;Calle 15 No.3-26;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7565;SAN VICENTE DEL CAGUAN;San Vicente Del Caguán;SUR;Caquetá;CRA 5 No 4 - 01/03/04;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1318;ARBOLETES;Arboletes;ANTIOQUIA;Antioquia;CaLLE 29 No. 31 - 10 - Calle 31 No. 28 -06 Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1341;BETANIA;Betania;ANTIOQUIA;Antioquia;Cra.21 No.20-03;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1346;SONSON;Sonson;ANTIOQUIA;Antioquia;Cra 8A No.6-77 Calle 7 No 8-7;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1412;CARAMANTA;Caramanta;ANTIOQUIA;Antioquia;Cra. 20 No.19-02;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2757;SAN BERNARDO DEL VIENTO;San Bernardo Del Viento;ANTIOQUIA;Córdoba;Calle 8C # 8 - 110;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2780;TIERRALTA;Tierralta;ANTIOQUIA;Córdoba;Calle 3 No. 14-72 Parque Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
8505;CUMARIBO;Cumaribo;BOGOTA;Vichada;Carrera 12 No.6-32;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1853;SAMANA;Samaná;CAFETERA;Caldas;CARRERA 6 No. 8 - 35;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5715;SANTA ROSA DE CABAL;Santa Rosa De Cabal;CAFETERA;Risaralda;Carrera 15 No. 13-35 y 13-55;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5732;LA CELIA;La Celia;CAFETERA;Risaralda;CRA. 2 No.2-182;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2445;PUEBLO BELLO;PUEBLO BELLO;COSTA;Cesar;Calle 9 No. 9-161;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2108;ROSAS;Rosas;OCCIDENTE;Cauca;: Calle 7 # 4 – 01 Centro Administrativo Municipal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2115;ARGELIA;Argelia;OCCIDENTE;Cauca;Calle 3 No. 3-13/19/25 Frente al Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4808;TUQUERRES;Túquerres;OCCIDENTE;Nariño;Carrera 14 No. 20-25;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4826;EL CHARCO;El Charco;OCCIDENTE;Nariño;Cra.2 No. 10 a -10 Barrio El Carmen;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4862;SOTOMAYOR;Los Andes;OCCIDENTE;Nariño;Calle 5 Araujo con Carrera 5 Benavides Esquina - Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6915;CALI AVENIDA TERCERA NORTE;Cali;OCCIDENTE;Valle del Cauca;Avenida. 3a. Norte No.40 N -08 Barrio Vipasa;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6925;CALI PASOANCHO;Cali;OCCIDENTE;Valle del Cauca;Calle 13 (Av. Pasoancho) No. 73 / 104 - 108;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3927;LA PLATA;La Plata;SUR;Huila;CRA 4 No 3 - 34;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6642;PLANADAS;Planadas;SUR;Tolima;CRA 6 No 5 - 43 Cra. 6 No,. 8-40;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7560;PUERTO RICO;Puerto Rico;SUR;Caquetá;Calle 5 No. 5-92-96 y Carrera 6 No. 5-00-02-06-10 Barrio Las Américas;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1301;ANDES;Andes;ANTIOQUIA;Antioquia;CARRERA 51 N° 48-40;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1330;ARGELIA;Argelia;ANTIOQUIA;Antioquia;Calle 30 No. 30-07/09;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1476;SEGOVIA;Segovia;ANTIOQUIA;Antioquia;Carrera 51 N° 51 - 75;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2769;PUERTO ESCONDIDO;Puerto Escondido;ANTIOQUIA;Córdoba;Carrera 3 No.3-32 Local 1 Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4519;LA MACARENA;La Macarena;BOGOTA;Meta;Calle 5 No. 6 -09;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1865;VICTORIA;Victoria;CAFETERA;Caldas;CRA 6 No 9 - 28 9-29;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5401;ARMENIA;Armenia;CAFETERA;Quindio;CARRERA 13 No.17/47/59 Centro Comercial La 13;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5725;BALBOA;Balboa;CAFETERA;Risaralda;CARRERA 8 No 7 - 45;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1610;BARRANQUILLA PRADO;Barranquilla;COSTA;Atlántico;calle 77B No 59-61 Edificio Torre 2 Centro empresarial las américas, Local comercial 104;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2403;VALLEDUPAR;Valledupar;COSTA;Cesar;CALLE 16 Nº. 7-74/80;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2103;BALBOA;Balboa;OCCIDENTE;Cauca;Calle 5 No. 2-32;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4801;PASTO;Pasto;OCCIDENTE;Nariño;Calle 18 No. 21A-20 - Local 6 Complejo Bancario;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4824;CUMBITARA;Cumbitara;OCCIDENTE;Nariño;Carrera 4 No. 4 - 20;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4864;BOCAS DE SATINGA;Olaya Herrera;OCCIDENTE;Nariño;Calle las Flores - Casco Urbano Olaya Herrera Bocas de Satinga - Nariño;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6918;POPAYAN;Popayán;OCCIDENTE;Cauca;Calle 4 No.7-03;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5101;CUCUTA;Cúcuta;SANTANDERES;Norte de Santander;CALLE 10 No.5-50 Edificio Agrobancario;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3963;PITAL;Pital;SUR;Huila;Calle 8 No. 8 - 05;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6647;RONCESVALLES;Roncesvalles;SUR;Tolima;Carrera 2 # 5-04;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6649;ATACO;Ataco;SUR;Tolima;CRA.5 No.8-07 Cra. 5-7-17;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7520;EL DONCELLO;El Doncello;SUR;Caquetá;CALLE 4 No 3 - 40 Barrio Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7903;MOCOA;Mocoa;SUR;Putumayo;Calle 7 No. 6 - 21 Barrio Centro - Esquina;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1336;JARDIN;Jardín;ANTIOQUIA;Antioquia;Calle 9 con Carrera 3 esquina - Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1442;NARIÑO;Nariño;ANTIOQUIA;Antioquia;Casa de Gobierno Plaza Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1454;REMEDIOS;Remedios;ANTIOQUIA;Antioquia;Carrera 51 N° 51 - 75;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2703;MONTERIA;Montería;ANTIOQUIA;Córdoba;Carrera.3 No.29-21;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3309;BAHIA SOLANO;Bahía Solano;ANTIOQUIA;Chocó;Cra.3A No.2-10;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7703;PUERTO INIRIDA;Inírida;BOGOTA;Guainía;Carrera. 2a. Av. Fundadores - Frente al Palacio Gubernamental;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
1861;NORCASIA;Norcasia;CAFETERA;Caldas;Cra. 6a No. 10-44;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
5703;PEREIRA;Pereira;CAFETERA;Risaralda;CALLE 19 No.8-58;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
8110;PROVIDENCIA;Providencia;COSTA;Archipiélago de San Andrés, Providencia y Santa Catalina;Carrera 9 No. 23-33 Sector de Pueblo Viejo.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2116;MERCADERES;Mercaderes;OCCIDENTE;Cauca;Calle 4 No. 3-47;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4891;POLICARPA;Policarpa;OCCIDENTE;Nariño;Calle 3 No. 2-60 Centro Administrativo Municipal , Barrio Puerto Nuevo, Etapa No. 2;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3947;OPORAPA;Oporapa;SUR;Huila;CARRERA 7 No.5 - 21/23;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6619;NATAGAIMA;Natagaima;SUR;Tolima;Calle 6 No. 3-08 Frente al Parque Principal;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
7503;FLORENCIA;Florencia;SUR;Caquetá;Carrera 13 A No. 11 - 15 y Calle 13 A No. 13 -14;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4828;EL ROSARIO;El Rosario;OCCIDENTE;Nariño;Centro el Rosario;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4880;TAMINANGO;Taminango;OCCIDENTE;Nariño;Calle 2 No. 2-32 Barrio Kennedy;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2140;PAEZ BELALCAZAR;Paez;SUR;Cauca;Cra. 2 No. 1-11;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3967;SALADOBLANCO;Saladoblanco;SUR;Huila;Calle 2 No. 3 - 185;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6652;SAN ANTONIO;San Antonio;SUR;Tolima;CLL 5 KRA 6 ESQUINA BRR CENTRO;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1303;MEDELLIN MILLA DE ORO;Medellín;ANTIOQUIA;Antioquia;Carrera 42 No.3 sur - 81 Local 0217;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1323;CENTRO DE NEGOCIOS MEDELLIN CARABOBO;Medellín;ANTIOQUIA;Antioquia;Cra.52 No.50-37;LUNES A VIERNES;9:00 A.M. A 4:00 P.M.;;;;;;;;
10;CENTRO DE NEGOCIOS BOGOTA CENTRO;Bogotá, D.C.;BOGOTA;Bogotá D.C;Calle 12 c 8-35;LUNES A VIERNES;8:00 AM A 3:30 P.M.;;;;;;;;
70;BOGOTA - AVENIDA JIMENEZ;Bogotá, D.C.;BOGOTA;Bogotá D.C;Calle 15 No.8-32;LUNES A VIERNES;9:00 A.M. A 4:00 P.M.;;;;;;;;
1803;MANIZALES;Manizales;CAFETERA;Caldas;Calle 23 No.21-45 Edificio BCH.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6903;CALI SUCURSAL - ARISTI;Cali;OCCIDENTE;Valle del Cauca;Calle 11 No.5-28;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1503;TUNJA;Tunja;ORIENTE;Boyacá;CALLE 18 No. 11-31 Piso 3;LUNES A VIERNES;8:00 AM A 5:00 P.M.;;;;;;;;
6001;BUCARAMANGA;Bucaramanga;SANTANDERES;Santander;CALLE 35 No.17-30/34;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3905;NEIVA;Neiva;SUR;Huila;CALLE 7 No. 6 - 27;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4500;COB VILLAVICENCIO;META;BOGOTÁ;BOGOTA;;80 MB;PPAL;4. ENTREGADA;14/10/2025;23/10/2025;Carmen Romero;;CARGADA;SANTIAGO GOMEZ;12/11/2025
